experiment,seed,class_id,class_name,ap50,ap50_95,run_dir,model_name,eval_split,group
tail_oversampling,42,14,EF2000,0.0303944668042103,0.0237254128097132,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val,medium
tail_oversampling,42,15,F117,0.198643638158935,0.1573225450039797,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val,tail
uniform_tail_inpaint,42,0,A10,0.0948766459101619,0.0662096520576961,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,head
uniform_tail_inpaint,42,1,A400M,0.0830780232368206,0.0509077976180569,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,tail
uniform_tail_inpaint,42,2,AG600,0.3297217562378625,0.2995049165229868,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,tail
uniform_tail_inpaint,42,3,AV8B,0.2488872866558324,0.1948743931954868,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,medium
uniform_tail_inpaint,42,4,B1,0.1087544237077958,0.0764164987893292,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,head
uniform_tail_inpaint,42,5,B2,0.3830839240915051,0.2343544714265685,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,medium
uniform_tail_inpaint,42,6,B52,0.1658120307334678,0.1036055363051225,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,head
uniform_tail_inpaint,42,7,Be200,0.3664005708234707,0.3197305515341973,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,tail
uniform_tail_inpaint,42,8,C130,0.2199368094912651,0.1384230593494437,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,head
uniform_tail_inpaint,42,9,C17,0.0736593050888262,0.0450007966859848,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,medium
uniform_tail_inpaint,42,10,C2,0.5072001210027641,0.4099552591803918,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,head
uniform_tail_inpaint,42,11,C5,0.085805946549398,0.0621413401397908,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,medium
uniform_tail_inpaint,42,12,E2,0.1948103671102918,0.1419879415477566,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,medium
uniform_tail_inpaint,42,13,E7,0.1028941252342991,0.0768913618006873,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,tail
uniform_tail_inpaint,42,14,EF2000,0.0451601956164684,0.0337180039421624,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,medium
uniform_tail_inpaint,42,15,F117,0.0786908659470077,0.0533439061068936,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val,tail
selective_tail_inpaint,42,0,A10,0.1182247333094096,0.0908532741785327,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,head
selective_tail_inpaint,42,1,A400M,0.1066370842239933,0.0740288855447837,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,tail
selective_tail_inpaint,42,2,AG600,0.4928746939303545,0.4492677412235065,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,tail
selective_tail_inpaint,42,3,AV8B,0.2152150077785046,0.1713361973241433,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,medium
selective_tail_inpaint,42,4,B1,0.16856982162929,0.1194926650114556,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,head
selective_tail_inpaint,42,5,B2,0.3585796736103983,0.2130132341870897,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,medium
selective_tail_inpaint,42,6,B52,0.1531605380726818,0.0892559238556121,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,head
selective_tail_inpaint,42,7,Be200,0.2744724493401883,0.2264134763852559,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,tail
selective_tail_inpaint,42,8,C130,0.182370702741733,0.1234574704398209,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,head
selective_tail_inpaint,42,9,C17,0.0716248634572863,0.042903841762966,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,medium
selective_tail_inpaint,42,10,C2,0.5196031281383119,0.4514134713071313,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,head
selective_tail_inpaint,42,11,C5,0.109712830449898,0.0844480387936032,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,medium
selective_tail_inpaint,42,12,E2,0.1353282015208154,0.10448121955336,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,medium
selective_tail_inpaint,42,13,E7,0.1307261777328097,0.1034362142190192,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,tail
selective_tail_inpaint,42,14,EF2000,0.0362005460840952,0.0273432547828858,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,medium
selective_tail_inpaint,42,15,F117,0.1347147696995236,0.0853481995160524,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val,tail
